Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
txt_files/training#142576473734250496_0.conllu	2	16	8.0	6.866666666666666	6.25	12.5	18.75	0	0	12.5	0	25.0	0	0	18.75	6.25	0	0	0	0	0.7333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.5	0	6.0	3.076923076923077	12	1.0	2	100.0	0	0	0	0	0	0	0	0	0	0	12.5	6.25	6.25	0	0	12.5	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	6.25	0	0	25.0	0	0	0	0	0	0	0	6.25	12.5	0	0	0	0	0	0	0	0	0	0	0	0
txt_files/training#163578016012845056_0.conllu	2	15	7.5	4.076923076923077	0	20.0	0	0	0	20.0	0	20.0	0	0	20.0	13.333333333333334	0	0	6.666666666666667	0	0.5384615384615384	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	50.0	3.0	0	0	0	100.0	0	0	0	1.5	15.0	2.5	2.272727272727273	5	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	0	0	13.333333333333334	0	0	13.333333333333334	13.333333333333334	0	0	100.0	0.0	0	0	0	0	0	0	0	0
txt_files/test#511776191716802560_0.conllu	2	25	12.5	5.523809523809524	8.0	16.0	16.0	8.0	0	4.0	0	8.0	0	4.0	4.0	16.0	4.0	0	12.0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	100.0	2.5	50.0	1.6666666666666667	0	33.333333333333336	66.66666666666667	0	0	0	0	3.0	5.0	5.5	2.210526315789474	9	0	0	0	0	0	0	0	0	100.0	0.0	4.0	0	4.0	12.0	8.0	0	0	0	4.0	0	4.0	0	0	8.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	4.0	4.0	0	0	0	0	0	0	16.0	8.0	0	4.0	20.0	80.0	100.0	0.0	4.0	0	0	0	100.0	0
txt_files/training#791564058365399040_0.conllu	2	22	11.0	5.4	13.636363636363637	4.545454545454546	13.636363636363637	4.545454545454546	4.545454545454546	18.181818181818183	0	27.272727272727273	0	0	4.545454545454546	9.090909090909092	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0.5	50.0	0	0	0	0	0	0	0	0	2.5	22.0	6.0	2.4444444444444446	8	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	13.636363636363637	9.090909090909092	0	0	0	4.545454545454546	4.545454545454546	0	4.545454545454546	4.545454545454546	4.545454545454546	0	13.636363636363637	4.545454545454546	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	100.0	0.0	0	0	0	0	0	0	0	0
txt_files/training#134905582942568448_1.conllu	3	25	8.333333333333334	5.2631578947368425	4.0	8.0	4.0	8.0	0	12.0	0	12.0	0	4.0	16.0	24.0	0	0	8.0	0	0.5789473684210527	0	0	0	100.0	0	0	0	100.0	50.0	0	50.0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.3333333333333333	66.66666666666667	2.0	0	0	100.0	0	0	0	0	2.0	6.25	4.0	2.3125	6	0	0	0	0	0	0	0.0	100.0	50.0	50.0	0	0	0	4.0	4.0	0	0	0	4.0	0	4.0	0	0	8.0	0	12.0	0	0	0	0	0	0	0	0	0	0	8.0	0	4.0	0	8.0	0	0	4.0	4.0	0	0	24.0	12.0	0	0	50.0	50.0	0.0	100.0	2.0	0	100.0	0	0	0
txt_files/training#834303586070884352_0.conllu	1	18	18.0	5.388888888888889	5.555555555555555	11.11111111111111	5.555555555555555	0	5.555555555555555	11.11111111111111	0	22.22222222222222	0	16.666666666666668	0	0	0	0	22.22222222222222	0	0.5555555555555556	0	0	33.333333333333336	66.66666666666667	0	0	50.0	50.0	50.0	0	25.0	25.0	0	0	50.0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	3.0	0	0	25.0	50.0	25.0	0	0	6.0	4.5	4.0	1.8235294117647058	4	0	0	0	0	0	0	25.0	75.0	100.0	0.0	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	11.11111111111111	0	0	22.22222222222222	5.555555555555555	0	0	0	5.555555555555555	0	5.555555555555555	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0	0
txt_files/training#820567011059179520_0.conllu	1	24	24.0	6.166666666666667	0	8.333333333333334	4.166666666666667	0	8.333333333333334	8.333333333333334	0	12.5	0	4.166666666666667	16.666666666666668	25.0	0	0	12.5	0	0.6111111111111112	0	0	0	100.0	0	0	100.0	0	33.333333333333336	0	66.66666666666667	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	4.0	8.0	13.0	3.0588235294117645	13	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	4.166666666666667	0	0	4.166666666666667	0	0	0	0	4.166666666666667	8.333333333333334	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	4.166666666666667	0	4.166666666666667	12.5	4.166666666666667	0	0	8.333333333333334	0	0	0	25.0	4.166666666666667	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
txt_files/training#785819618925506560_0.conllu	1	18	18.0	7.071428571428571	16.666666666666668	16.666666666666668	5.555555555555555	0	0	5.555555555555555	0	16.666666666666668	0	0	11.11111111111111	22.22222222222222	0	0	5.555555555555555	0	0.7142857142857143	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	5.0	18.0	9.0	2.6923076923076925	9	1.0	2	100.0	0	0	0	0	0	0	0	5.555555555555555	0	0	5.555555555555555	16.666666666666668	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	0	5.555555555555555	0	0	0	0	0	0	0	0	0	0	0	0	5.555555555555555	16.666666666666668	0	0	0	0	0	0	0	22.22222222222222	5.555555555555555	0	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0	0
txt_files/test#826092113565720576_0.conllu	2	18	9.0	6.4375	0	11.11111111111111	0	5.555555555555555	0	11.11111111111111	0	22.22222222222222	5.555555555555555	5.555555555555555	22.22222222222222	11.11111111111111	0	0	5.555555555555555	0	0.5625	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	50.0	1.0	0	100.0	0	0	0	0	0	2.5	9.0	5.0	2.0714285714285716	8	2.0	1	0	100.0	0	0	0	0	50.0	50.0	5.555555555555555	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	5.555555555555555	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	16.666666666666668	5.555555555555555	5.555555555555555	5.555555555555555	0	0	0	0	11.11111111111111	11.11111111111111	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
txt_files/training#839480330511867905_1.conllu	3	16	5.333333333333333	6.5	6.25	12.5	0	6.25	0	18.75	0	18.75	6.25	0	0	12.5	0	6.25	12.5	0	0.42857142857142855	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	1.0	66.66666666666667	1.5	0	50.0	50.0	0	0	0	0	1.6666666666666667	5.333333333333333	3.3333333333333335	2.1818181818181817	5	0	0	0	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	6.25	6.25	18.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25	6.25	12.5	0	0	12.5	18.75	0	0	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0	0
txt_files/training#530840754902798336_0.conllu	2	20	10.0	5.833333333333333	10.0	15.0	10.0	5.0	0	0	0	20.0	0	5.0	10.0	10.0	0	0	15.0	0	0.7222222222222222	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	2.0	50.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	3.5	5.0	5.0	1.8125	5	1.0	1	100.0	0	0	0	0.0	100.0	0	0	5.0	0	5.0	10.0	5.0	0	0	0	10.0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	5.0	10.0	0	0	0	5.0	5.0	0	0	10.0	10.0	0	5.0	25.0	75.0	100.0	0.0	3.0	0	0	100.0	0	0
txt_files/training#791709885574504448_0.conllu	1	25	25.0	5.086956521739131	0	20.0	0	4.0	0	20.0	0	24.0	0	8.0	8.0	8.0	0	0	8.0	0	0.43478260869565216	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	5.0	12.5	17.0	2.772727272727273	17	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	4.0	0	0	0	0	4.0	0	20.0	0	0	0	0	0	0	20.0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	12.0	4.0	0	0	8.0	12.0	0	0	8.0	4.0	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
txt_files/training#516960998834839553_1.conllu	1	22	22.0	4.857142857142857	9.090909090909092	9.090909090909092	0	4.545454545454546	0	13.636363636363637	0	13.636363636363637	4.545454545454546	9.090909090909092	18.181818181818183	4.545454545454546	0	4.545454545454546	9.090909090909092	0	0.5238095238095238	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	7.333333333333333	6.0	1.95	6	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	4.545454545454546	4.545454545454546	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	4.545454545454546	0	13.636363636363637	0	0	0	0	4.545454545454546	0	0	0	0	0	9.090909090909092	0	0	4.545454545454546	9.090909090909092	0	4.545454545454546	4.545454545454546	9.090909090909092	0	0	4.545454545454546	4.545454545454546	0	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0	0
txt_files/test#191782386873278464_1.conllu	3	19	6.333333333333333	4.2	10.526315789473685	15.789473684210526	0	0	0	21.05263157894737	0	21.05263157894737	0	0	5.2631578947368425	21.05263157894737	0	0	5.2631578947368425	0	0.5333333333333333	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	33.333333333333336	2.0	0	0	100.0	0	0	0	0	1.3333333333333333	19.0	2.6666666666666665	2.0833333333333335	5	1.0	1	100.0	0	0	0	0	0	0.0	100.0	0	0	0	0	10.526315789473685	0	0	0	15.789473684210526	0	0	0	0	0	0	21.05263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	5.2631578947368425	0	0	21.05263157894737	15.789473684210526	0	0	100.0	0.0	0	0	0	0	0	0	0	0
